hour,lat,long,base,MedianIncomeByPlaceofBirth,MedianIncome,TotalPopulation,AvgPopulation,Population5M,Population45M,Population4M,Population35M,Population3M,UserGroup
58,40.7227,-73.8224,B02617,53520.0,87450.0,5235.0,5322.0,2106699.0,1866006.0,1623904.0,1299109.0,1015867.0,1
20,40.5963,-73.7582,B02598,31865.0,68252.0,8230.0,7876.0,315649.0,243651.0,200020.0,162593.0,157509.0,1
57,40.623,-73.9519,B02598,46098.0,109167.0,1495.0,1569.0,2201486.0,2006513.0,1799003.0,1549904.0,1260880.0,1
55,40.8241,-73.9158,B02682,17826.0,28451.0,5795.0,5781.0,2836055.0,2513337.0,2156238.0,1820728.0,1491079.0,0
17,40.7777,-73.9081,B02598,42157.0,72861.0,4554.0,4295.0,3219232.0,2598107.0,2113604.0,1625419.0,1164975.0,1
20,40.8454,-73.9424,B02617,25332.0,35481.0,5831.0,5758.0,2478109.0,2132165.0,1791779.0,1543598.0,1280689.0,0
44,40.7638,-73.8283,B02512,21062.0,27891.0,2052.0,2053.0,1872020.0,1476777.0,1197827.0,978398.0,815576.0,0
34,40.7591,-73.9266,B02598,32741.0,62177.0,4262.0,4084.0,3250119.0,2784924.0,2292524.0,1768516.0,1224519.0,0
20,40.8067,-73.2544,B02598,30707.0,69294.0,6185.0,5947.0,382192.0,316646.0,262413.0,230914.0,163940.0,1
57,40.8253,-73.3,B02682,31021.0,93542.0,4659.0,4667.0,338886.0,274015.0,201515.0,175346.0,105398.0,1
13,40.7673,-73.882,B02617,25774.0,51367.0,3470.0,3352.0,2686394.0,2102901.0,1624060.0,1183752.0,928434.0,0
22,40.7933,-73.6223,B02598,64250.0,161433.0,2719.0,2681.0,406288.0,306886.0,216218.0,197894.0,161532.0,1
47,40.7417,-73.8727,B02682,21068.0,54688.0,2801.0,2767.0,2608077.0,2006442.0,1575570.0,1293189.0,998513.0,0
48,40.6274,-73.9346,B02617,36487.0,75094.0,2644.0,2633.0,2412060.0,2119123.0,1830603.0,1464887.0,1142624.0,1
8,40.6548,-73.6881,B02617,40458.0,113424.0,4107.0,4098.0,749660.0,616703.0,462454.0,353767.0,278544.0,1
54,40.7203,-73.8075,B02617,28477.0,60625.0,1608.0,1473.0,1995576.0,1746439.0,1442467.0,1194280.0,885480.0,0
24,40.7831,-73.8192,B02598,32289.0,82156.0,7088.0,6514.0,1612889.0,1266370.0,957688.0,672385.0,441359.0,1
45,40.8418,-73.942,B02617,13978.0,32049.0,2809.0,2832.0,2575088.0,2255262.0,1944471.0,1634313.0,1408112.0,0
2,40.8173,-73.9001,B02617,15855.0,30898.0,6587.0,6406.0,3038485.0,2599907.0,2167096.0,1734594.0,1383879.0,0
34,40.6632,-73.7198,B02617,44306.0,110319.0,5277.0,5230.0,966192.0,779134.0,630149.0,490850.0,410486.0,1
28,40.6973,-73.8937,B02598,36755.0,92533.0,4867.0,4552.0,2957029.0,2499084.0,2123992.0,1704859.0,1173889.0,1
29,40.6182,-73.9443,B02598,32880.0,82159.0,2600.0,2363.0,2164117.0,1913772.0,1705375.0,1396816.0,1143048.0,1
32,40.6291,-74.0318,B02598,51071.0,108125.0,2373.0,2255.0,1653227.0,1287949.0,1009251.0,828370.0,618319.0,1
45,40.7685,-73.9249,B02617,46694.0,69719.0,4330.0,4058.0,3322310.0,2728879.0,2148302.0,1720893.0,1307313.0,1
54,40.7808,-73.9763,B02598,83682.0,121652.0,6168.0,6305.0,2799902.0,2373312.0,2001637.0,1685862.0,1324807.0,1
18,40.7375,-73.7959,B02617,30547.0,79688.0,3572.0,3432.0,1811762.0,1561240.0,1290127.0,1024989.0,750134.0,1
44,40.8264,-73.9208,B02617,18244.0,33226.0,3589.0,3836.0,2788047.0,2463011.0,2182120.0,1809335.0,1492734.0,0
1,41.1343,-73.6752,B02617,84806.0,224083.0,4800.0,4813.0,69038.0,69038.0,51852.0,44655.0,37940.0,1
54,40.6196,-73.9897,B02598,21792.0,47315.0,5310.0,5334.0,1987254.0,1740750.0,1519699.0,1330066.0,1151993.0,0
28,40.6822,-73.9144,B02682,24176.0,30396.0,4050.0,4101.0,3101575.0,2590423.0,2103366.0,1671028.0,1336179.0,0
56,40.797,-73.949,B02598,22425.0,38354.0,2555.0,2340.0,3055584.0,2569700.0,2140365.0,1771616.0,1457581.0,0
37,40.7135,-73.8286,B02682,36944.0,68211.0,4339.0,4483.0,2157541.0,1869757.0,1567381.0,1227254.0,933893.0,1
32,40.6348,-74.0103,B02617,17525.0,31597.0,2112.0,2072.0,2064777.0,1751056.0,1461273.0,1169628.0,877166.0,0
13,40.6779,-73.7917,B02617,26465.0,65458.0,2448.0,2440.0,1402636.0,1199815.0,1000756.0,853179.0,667903.0,1
36,40.5982,-73.9845,B02598,26159.0,52438.0,2352.0,2343.0,1650047.0,1459713.0,1314399.0,1165052.0,1000319.0,0
14,40.682,-73.9354,B02598,26997.0,45900.0,3228.0,2895.0,3066387.0,2615359.0,2193974.0,1837288.0,1459000.0,0
5,40.5891,-73.9451,B02617,30204.0,55474.0,8186.0,8043.0,1568871.0,1325714.0,1091327.0,910771.0,714198.0,0
42,40.6385,-73.6461,B02617,41056.0,96490.0,3815.0,3706.0,531482.0,454591.0,370770.0,290877.0,230171.0,1
47,40.8824,-73.8957,B02598,26175.0,58472.0,7350.0,7012.0,2105137.0,1874862.0,1621659.0,1320884.0,1039742.0,0
43,40.7159,-73.9015,B02598,31732.0,66574.0,2165.0,1972.0,3304138.0,2742333.0,2150746.0,1726371.0,1262672.0,1
4,40.6414,-74.0938,B02598,22348.0,37176.0,4501.0,4373.0,795570.0,625070.0,477178.0,372740.0,276917.0,0
47,40.6944,-73.931,B02617,27087.0,50089.0,3789.0,3560.0,3324297.0,2767277.0,2227183.0,1789459.0,1346460.0,0
24,40.833,-73.8792,B02682,15446.0,21367.0,2608.0,2614.0,2411803.0,2106582.0,1899404.0,1668108.0,1255104.0,0
26,40.9558,-73.8138,B02617,50612.0,89231.0,4034.0,3966.0,659200.0,517216.0,441000.0,339083.0,258519.0,1
8,40.8681,-73.8342,B02617,29974.0,68893.0,2400.0,2317.0,1759883.0,1508608.0,1260113.0,1023486.0,758276.0,1
26,40.6636,-73.6,B02512,30724.0,62038.0,5247.0,5346.0,545738.0,461543.0,406669.0,326607.0,273560.0,0
43,40.627,-73.9579,B02598,22688.0,48810.0,5214.0,4721.0,2280457.0,2087244.0,1885940.0,1651905.0,1357603.0,0
34,40.6513,-73.9396,B02617,26274.0,39769.0,2767.0,2912.0,2844383.0,2566575.0,2227172.0,1834877.0,1453313.0,0
24,40.5814,-74.0876,B02598,33726.0,66404.0,6007.0,5846.0,606456.0,456314.0,344280.0,250417.0,205796.0,1
22,40.7578,-73.6742,B02617,58533.0,155234.0,3579.0,3654.0,658592.0,540271.0,444597.0,347253.0,277129.0,1
17,40.8246,-73.837,B02617,18091.0,30250.0,3877.0,3636.0,2026753.0,1643668.0,1133978.0,783051.0,549013.0,0
42,40.8309,-73.9294,B02617,17329.0,26370.0,8518.0,8200.0,2712410.0,2421745.0,2121471.0,1761495.0,1451375.0,0
17,40.6666,-73.9752,B02682,81786.0,152143.0,5859.0,5619.0,2949330.0,2614274.0,2219935.0,1800875.0,1392009.0,1
55,40.6937,-73.9632,B02617,31163.0,54615.0,5861.0,5891.0,3090340.0,2560407.0,2178358.0,1767902.0,1423093.0,0
43,40.6841,-73.8556,B02617,30341.0,79549.0,3748.0,3830.0,2384149.0,1933356.0,1553539.0,1227409.0,891471.0,1
12,40.7845,-73.9479,B02682,54462.0,89057.0,5557.0,5553.0,3137101.0,2654091.0,2190639.0,1748923.0,1360231.0,1
29,40.626,-73.9158,B02617,34421.0,62458.0,3677.0,3960.0,2279971.0,1900695.0,1506588.0,1217965.0,913062.0,0
56,40.7389,-73.4849,B02617,37557.0,104868.0,7294.0,6785.0,494930.0,421228.0,335556.0,281610.0,213932.0,1
15,40.7545,-73.9888,B02682,89107.0,110000.0,115.0,120.0,2732592.0,2334365.0,2055626.0,1729623.0,1408172.0,1
37,40.5963,-73.7441,B02682,21088.0,36520.0,4090.0,3932.0,333925.0,272561.0,210602.0,186373.0,146306.0,0
8,40.8428,-73.9103,B02617,16265.0,31281.0,8570.0,8440.0,2595456.0,2299535.0,1986405.0,1761955.0,1524936.0,0
26,40.7292,-73.8553,B02598,35222.0,48032.0,6032.0,6384.0,2409766.0,2054727.0,1710411.0,1384826.0,1068398.0,0
6,40.7625,-73.8729,B02512,21067.0,44900.0,2813.0,2960.0,2540900.0,1980422.0,1463839.0,1096121.0,957340.0,0
20,40.5763,-73.9531,B02617,47833.0,65284.0,4207.0,4213.0,1166191.0,958453.0,768339.0,622086.0,486856.0,1
25,40.6085,-73.9334,B02617,36477.0,81406.0,1992.0,1939.0,1905809.0,1624816.0,1402532.0,1112905.0,874226.0,1
49,40.6146,-73.9495,B02682,33958.0,86625.0,1659.0,1765.0,2092151.0,1903060.0,1706100.0,1428193.0,1177260.0,1
29,40.7631,-73.9644,B02598,80656.0,114597.0,7460.0,7499.0,3145517.0,2657947.0,2214879.0,1800327.0,1441274.0,1
18,40.7114,-73.4417,B02617,43228.0,123292.0,5964.0,5861.0,466611.0,421972.0,382351.0,287412.0,227278.0,1
23,40.9692,-73.7121,B02598,46029.0,98750.0,3810.0,3761.0,295747.0,228446.0,179470.0,151851.0,123754.0,1
0,40.8612,-73.8596,B02598,15100.0,19764.0,3173.0,2779.0,2021871.0,1818635.0,1641243.0,1376733.0,1127554.0,0
19,40.6037,-73.998,B02598,22971.0,47641.0,3816.0,3580.0,1637087.0,1455658.0,1297047.0,1130732.0,973808.0,0
17,40.6012,-73.9549,B02617,21879.0,43542.0,4164.0,3858.0,1690902.0,1534234.0,1277617.0,1080090.0,893362.0,0
32,40.7087,-74.0013,B02617,60233.0,88528.0,6892.0,6777.0,2690446.0,2147588.0,1695340.0,1350143.0,1069062.0,1
1,40.6323,-74.0207,B02598,27465.0,61410.0,5244.0,5203.0,1848084.0,1569815.0,1291143.0,1013373.0,765657.0,0
35,40.7015,-73.7554,B02598,24167.0,69350.0,1619.0,1695.0,1391640.0,1172694.0,1009824.0,842130.0,663769.0,1
11,40.6981,-73.9929,B02617,56300.0,88238.0,4116.0,4224.0,2852715.0,2364093.0,1842015.0,1411128.0,1133843.0,1
43,40.8668,-73.8281,B02598,30809.0,46491.0,28937.0,29256.0,1548784.0,1290328.0,1083669.0,837545.0,612361.0,0
52,40.7572,-73.8627,B02617,20717.0,60239.0,7184.0,7232.0,2388094.0,1761101.0,1380167.0,1163070.0,969148.0,0
39,40.6235,-73.9678,B02617,32118.0,72271.0,1602.0,1757.0,2216401.0,2021306.0,1812822.0,1621115.0,1350548.0,1
21,40.762,-73.9678,B02598,88750.0,124050.0,1228.0,1206.0,3037349.0,2567366.0,2191900.0,1824709.0,1420294.0,1
6,40.8125,-73.9431,B02598,30057.0,41898.0,4731.0,4563.0,2898592.0,2483099.0,2208314.0,1829150.0,1461324.0,0
17,40.917,-73.8162,B02598,36301.0,72269.0,4458.0,4566.0,979549.0,825796.0,678693.0,509398.0,433042.0,1
21,40.6201,-74.0088,B02617,21833.0,56667.0,2335.0,2301.0,1840650.0,1620515.0,1373834.0,1154577.0,870234.0,0
8,40.8494,-73.8876,B02598,16737.0,30928.0,5858.0,5719.0,2304886.0,2099950.0,1884531.0,1708762.0,1492516.0,0
18,40.8953,-73.8282,B02617,34097.0,64931.0,3926.0,3934.0,1337900.0,1123123.0,876036.0,678914.0,529594.0,0
29,40.9086,-73.842,B02598,28403.0,51997.0,3391.0,3341.0,1292782.0,1099820.0,958258.0,770979.0,604985.0,0
51,40.684,-73.9245,B02617,35417.0,67917.0,4525.0,4399.0,3179498.0,2561341.0,2185189.0,1767225.0,1396067.0,1
40,40.5924,-73.7971,B02682,26763.0,55526.0,5598.0,5438.0,224669.0,181346.0,170406.0,135152.0,126629.0,0
57,40.6159,-74.0168,B02617,44345.0,102829.0,1798.0,1842.0,1725563.0,1511262.0,1314721.0,1048756.0,800560.0,1
44,40.6137,-73.9321,B02598,30938.0,90089.0,1571.0,1764.0,2036999.0,1767523.0,1488578.0,1213191.0,958801.0,1
49,40.6809,-73.3995,B02617,25460.0,69109.0,7095.0,7370.0,368517.0,328521.0,276532.0,246783.0,192258.0,1
10,40.6817,-73.7924,B02617,25145.0,59412.0,2339.0,2384.0,1475709.0,1221942.0,1045902.0,900244.0,717831.0,0
46,40.8618,-73.9246,B02617,18401.0,34024.0,12180.0,12188.0,2326970.0,2067146.0,1808603.0,1489038.0,1138531.0,0
51,40.7118,-73.9943,B02617,15984.0,32313.0,9363.0,9299.0,2830135.0,2303524.0,1769249.0,1407356.0,1138166.0,0
1,40.6869,-73.8751,B02598,23622.0,41703.0,2996.0,2958.0,2653247.0,2245374.0,1778068.0,1366570.0,1043471.0,0
10,40.6195,-74.0307,B02682,31310.0,46985.0,3205.0,3106.0,1549065.0,1282692.0,1053176.0,841334.0,666744.0,0
11,40.6836,-73.8068,B02598,25183.0,63920.0,2115.0,2333.0,1642069.0,1330973.0,1087911.0,895150.0,722371.0,0
41,40.6257,-74.0196,B02617,37786.0,68719.0,3919.0,3946.0,1761481.0,1517924.0,1231661.0,994596.0,769182.0,1
9,40.6067,-74.0754,B02598,46167.0,87768.0,2648.0,2584.0,988084.0,819563.0,596383.0,419198.0,283150.0,1
30,40.707,-73.756,B02512,31935.0,83235.0,2237.0,1846.0,1443188.0,1203186.0,1053338.0,876877.0,659575.0,1
19,40.6834,-73.9433,B02598,30948.0,50811.0,3937.0,3897.0,3099707.0,2661178.0,2241336.0,1783789.0,1485917.0,0
17,40.817,-73.8226,B02617,49617.0,106731.0,7202.0,7160.0,1476088.0,1067602.0,794054.0,570953.0,405136.0,1
27,40.8299,-73.9368,B02617,12356.0,20949.0,7649.0,7601.0,2717254.0,2447455.0,2075580.0,1730524.0,1420398.0,0
1,40.7156,-73.9137,B02598,28864.0,59417.0,1407.0,1405.0,3408834.0,2910248.0,2366127.0,1733199.0,1246826.0,0
5,40.7912,-73.7524,B02512,61797.0,123839.0,5173.0,5227.0,705722.0,517599.0,398401.0,293852.0,201249.0,1
17,40.8112,-73.3344,B02682,53994.0,138887.0,7764.0,7534.0,384749.0,299021.0,226389.0,164308.0,141550.0,1
56,40.626,-73.994,B02598,24199.0,61591.0,2994.0,2987.0,2078306.0,1854384.0,1608807.0,1365138.0,1130736.0,0
57,40.6583,-73.9011,B02617,15870.0,17016.0,3083.0,3229.0,2493776.0,2098975.0,1780905.0,1455793.0,1182739.0,0
43,40.64,-73.6066,B02617,43684.0,90588.0,4835.0,5118.0,543957.0,441071.0,365260.0,285383.0,234141.0,1
44,40.7043,-73.8649,B02598,37500.0,95000.0,3345.0,3193.0,2623333.0,2235454.0,1868899.0,1532703.0,1170135.0,1
48,40.7136,-73.5107,B02617,40528.0,94928.0,4468.0,4515.0,578695.0,519106.0,415904.0,337298.0,264861.0,1
42,40.6929,-73.8592,B02512,32073.0,65392.0,4392.0,4727.0,2521534.0,2157236.0,1750792.0,1365414.0,1044782.0,1
51,40.7443,-73.8666,B02617,20441.0,60058.0,4108.0,3935.0,2424890.0,1894123.0,1552086.0,1254223.0,1006673.0,0
9,40.8106,-73.8524,B02598,36549.0,82697.0,5944.0,5980.0,2490579.0,1912110.0,1397770.0,902933.0,630773.0,1
13,40.6608,-73.9924,B02617,36224.0,73109.0,4078.0,4507.0,2706203.0,2302625.0,1890702.0,1471821.0,1124242.0,1
39,40.8411,-73.8879,B02617,14191.0,30068.0,2592.0,2724.0,2395170.0,2155597.0,1921633.0,1742402.0,1510565.0,0
9,40.7678,-73.9058,B02617,28891.0,61154.0,1822.0,1755.0,3182236.0,2605386.0,2028747.0,1454002.0,1104737.0,0
21,40.6777,-73.895,B02617,25477.0,30297.0,3376.0,3264.0,2792338.0,2271978.0,1843266.0,1459998.0,1122173.0,0
36,40.9262,-73.7889,B02617,36929.0,130286.0,6374.0,6681.0,668046.0,568118.0,458915.0,395108.0,279730.0,1
57,40.7387,-73.851,B02617,20028.0,58523.0,3249.0,3425.0,2242986.0,1916369.0,1602325.0,1293331.0,984720.0,0
13,40.7424,-73.9002,B02617,29328.0,58125.0,1577.0,1504.0,3202534.0,2393911.0,1895325.0,1400277.0,1075449.0,0
20,40.6502,-73.9331,B02598,30606.0,49087.0,3293.0,3710.0,2784912.0,2500034.0,2145022.0,1732882.0,1349317.0,0
38,40.617,-73.9657,B02598,33291.0,48133.0,3514.0,3430.0,2003783.0,1793941.0,1603391.0,1436601.0,1226333.0,0
0,40.5785,-73.9533,B02598,21454.0,24741.0,6556.0,6113.0,1257839.0,1008897.0,813945.0,673195.0,518917.0,0
29,40.7387,-73.3947,B02617,37566.0,90000.0,2351.0,2213.0,390249.0,327762.0,250003.0,187685.0,154684.0,1
57,40.886,-73.9144,B02617,68571.0,87188.0,5580.0,5296.0,2014204.0,1664855.0,1359584.0,1083234.0,780533.0,1
36,40.702,-73.8079,B02598,23067.0,43594.0,6659.0,6402.0,1903913.0,1613138.0,1325658.0,1053970.0,826457.0,0
34,40.7658,-73.0168,B02617,35520.0,72511.0,7603.0,7383.0,212319.0,196441.0,164004.0,146493.0,102834.0,1
36,40.7741,-73.927,B02598,36294.0,65354.0,2657.0,2600.0,3301136.0,2699907.0,2187144.0,1737053.0,1352114.0,1
33,40.9854,-73.8032,B02617,103085.0,223958.0,4741.0,4754.0,474311.0,392945.0,304315.0,236293.0,179121.0,1
51,40.7088,-73.6817,B02682,40710.0,116016.0,3886.0,3528.0,968087.0,798501.0,654177.0,510344.0,388553.0,1
19,41.1597,-73.9866,B02682,50309.0,121558.0,5306.0,5665.0,274396.0,220337.0,181444.0,134049.0,116250.0,1
58,40.9196,-73.8207,B02682,35253.0,62071.0,4982.0,4684.0,956163.0,810699.0,690031.0,508081.0,420825.0,0
19,40.6854,-73.8095,B02682,25061.0,75100.0,2800.0,2790.0,1735159.0,1369574.0,1126633.0,922231.0,748152.0,1
48,40.7869,-73.7925,B02617,48446.0,74922.0,2717.0,2686.0,1244841.0,893819.0,652706.0,501332.0,419205.0,1
5,40.8048,-73.6145,B02617,60816.0,174489.0,4427.0,4258.0,294650.0,273678.0,200991.0,175162.0,119628.0,1
32,40.6816,-73.4355,B02682,51369.0,126644.0,3854.0,3760.0,455697.0,358755.0,349070.0,292280.0,246005.0,1
7,40.7159,-73.8336,B02598,55096.0,78550.0,1221.0,1433.0,2241452.0,1958500.0,1687618.0,1373818.0,1021215.0,1
15,40.6093,-73.9534,B02598,30062.0,60568.0,3496.0,3638.0,1894338.0,1730325.0,1501583.0,1228942.0,1052728.0,0
58,40.7985,-73.9729,B02617,71821.0,113879.0,8660.0,8046.0,2700259.0,2340591.0,1981439.0,1585165.0,1282596.0,1
20,40.8948,-73.8511,B02617,26324.0,55197.0,3648.0,3804.0,1656679.0,1408626.0,1173226.0,952828.0,742047.0,0
27,40.682,-73.331,B02512,45476.0,126667.0,2665.0,2734.0,293317.0,252429.0,226114.0,178493.0,141267.0,1
46,40.7982,-73.9485,B02598,16421.0,34023.0,7928.0,7774.0,2997755.0,2562837.0,2097687.0,1795761.0,1486674.0,0
24,40.5936,-73.9834,B02682,12995.0,19201.0,6197.0,5893.0,1446748.0,1305275.0,1170538.0,987335.0,752837.0,0
5,40.8346,-73.94,B02617,20963.0,42312.0,4419.0,4505.0,2676673.0,2330922.0,1995891.0,1657112.0,1422047.0,0
27,40.7472,-73.5989,B02598,44769.0,126765.0,2451.0,2575.0,563740.0,466815.0,364199.0,301444.0,221730.0,1
56,40.8335,-73.8579,B02598,20838.0,44318.0,6202.0,5975.0,2113147.0,1772391.0,1433543.0,1235368.0,881390.0,0
33,40.7875,-73.1222,B02598,41544.0,92938.0,4417.0,4404.0,321866.0,265982.0,203289.0,161683.0,107481.0,1
59,40.8066,-73.9612,B02617,32266.0,112708.0,1781.0,1813.0,2800493.0,2385277.0,2041428.0,1751133.0,1386385.0,1
51,40.6203,-74.1434,B02598,35180.0,100152.0,6220.0,6201.0,599914.0,516194.0,447730.0,381812.0,270557.0,1
34,40.8136,-73.9514,B02617,26681.0,44688.0,5850.0,5795.0,2756086.0,2418831.0,2114751.0,1746201.0,1432120.0,0
18,40.9858,-73.6826,B02617,53662.0,125972.0,5078.0,5074.0,206394.0,169400.0,136096.0,131964.0,118563.0,1
19,40.9625,-73.7292,B02598,40787.0,72096.0,4940.0,4861.0,302947.0,247735.0,188671.0,134174.0,106855.0,1
59,40.7359,-73.6614,B02617,33466.0,96550.0,4293.0,4243.0,725910.0,584072.0,468904.0,376021.0,297267.0,1
47,40.8382,-73.8546,B02598,22185.0,40811.0,3262.0,3308.0,2104284.0,1846195.0,1539550.0,1288081.0,1043174.0,0
31,40.6198,-73.928,B02598,34183.0,70192.0,1587.0,1704.0,2121859.0,1877642.0,1528606.0,1274975.0,955845.0,1
56,40.8288,-73.8243,B02617,28361.0,71319.0,1984.0,2013.0,1572286.0,1189747.0,828713.0,652413.0,485085.0,1
42,40.7618,-73.9419,B02598,22644.0,43194.0,1690.0,1658.0,3347642.0,2829019.0,2290411.0,1779312.0,1345994.0,0
38,40.7307,-73.8958,B02617,37375.0,75060.0,2281.0,2146.0,3148217.0,2584950.0,1943518.0,1503894.0,1094962.0,1
39,40.7265,-73.8606,B02617,43223.0,64861.0,3807.0,3901.0,2499561.0,2134858.0,1749781.0,1431550.0,1093071.0,0
55,40.7506,-73.8761,B02617,21768.0,49063.0,6473.0,6907.0,2609083.0,2013458.0,1436967.0,1175647.0,975403.0,0
14,40.6959,-73.9449,B02617,11306.0,16448.0,3826.0,3736.0,3298224.0,2717307.0,2226666.0,1799939.0,1420748.0,0
29,40.5884,-73.7306,B02617,55135.0,132219.0,3416.0,3605.0,283929.0,235111.0,203921.0,164237.0,143119.0,1
54,40.6225,-74.0277,B02617,30357.0,56053.0,3197.0,3217.0,1700032.0,1452140.0,1158479.0,932457.0,733139.0,0
19,40.6895,-73.8462,B02617,23750.0,43152.0,1528.0,1442.0,2358328.0,1924121.0,1561535.0,1242589.0,938405.0,0
10,41.0775,-74.0464,B02617,43677.0,108958.0,5454.0,5215.0,299459.0,267310.0,232672.0,208497.0,171717.0,1
30,40.782,-73.4868,B02598,60784.0,153140.0,3344.0,3359.0,335557.0,287714.0,208739.0,172804.0,155855.0,1
28,40.7238,-73.9395,B02598,39934.0,68304.0,2135.0,2071.0,3405892.0,2963929.0,2464511.0,1965609.0,1427769.0,1
11,40.9118,-73.8315,B02682,26702.0,46586.0,2437.0,2348.0,1193401.0,995384.0,792532.0,650783.0,488768.0,0
29,40.8272,-73.9118,B02617,12388.0,15060.0,1193.0,1085.0,2791969.0,2427389.0,2143490.0,1799556.0,1510321.0,0
7,40.8599,-73.9296,B02512,26114.0,54243.0,7919.0,7653.0,2361082.0,2098907.0,1813036.0,1520600.0,1182429.0,0
49,40.723,-73.9976,B02617,65486.0,73025.0,4225.0,4315.0,2812388.0,2299420.0,1891738.0,1460853.0,1151281.0,1
17,40.6951,-73.9389,B02617,18399.0,34716.0,3997.0,4142.0,3313135.0,2760150.0,2251861.0,1773276.0,1420393.0,0
15,40.9071,-73.8975,B02598,38085.0,59632.0,3591.0,3389.0,1681388.0,1372715.0,1117375.0,915927.0,647465.0,0
16,40.7652,-73.9615,B02598,76048.0,122537.0,8604.0,9010.0,3102801.0,2636303.0,2222803.0,1772097.0,1407559.0,1
9,40.717,-73.8609,B02598,31767.0,61797.0,2104.0,1964.0,2577093.0,2159556.0,1837483.0,1508310.0,1161058.0,0
56,40.8498,-73.3474,B02598,57868.0,114861.0,1525.0,1413.0,253020.0,234440.0,208314.0,167544.0,137559.0,1
11,40.6556,-73.6457,B02617,47792.0,73819.0,3407.0,3241.0,662081.0,563314.0,463556.0,368865.0,296976.0,1
12,40.7168,-73.8111,B02617,36064.0,73750.0,2692.0,2676.0,2066712.0,1797411.0,1541025.0,1244678.0,947400.0,1
44,40.6888,-73.968,B02682,55991.0,90487.0,3561.0,3632.0,3029932.0,2538147.0,2183918.0,1784606.0,1425610.0,1
31,40.7011,-73.92,B02598,26819.0,62625.0,5369.0,5402.0,3379658.0,2884044.0,2295563.0,1717791.0,1309767.0,0
42,40.7918,-73.4938,B02512,67297.0,161964.0,3648.0,3571.0,314167.0,250078.0,221092.0,190366.0,157288.0,1
57,40.6844,-73.9532,B02598,36803.0,64000.0,4535.0,4223.0,3092503.0,2665142.0,2246719.0,1806216.0,1488327.0,0
25,40.7294,-73.8499,B02617,50295.0,71375.0,3194.0,3033.0,2357581.0,2002452.0,1670770.0,1374595.0,1103300.0,1
8,40.8545,-73.9117,B02598,17676.0,27813.0,3882.0,3962.0,2386455.0,2174454.0,1907998.0,1626043.0,1422828.0,0
1,40.6915,-73.9372,B02598,31644.0,58786.0,3705.0,4057.0,3225627.0,2686047.0,2197551.0,1789526.0,1447964.0,0
34,40.6046,-73.7444,B02682,22122.0,52331.0,8014.0,7834.0,404233.0,300029.0,230344.0,195525.0,165373.0,0
3,40.7388,-73.0457,B02512,52708.0,137841.0,3956.0,4072.0,138754.0,126847.0,116969.0,98843.0,78756.0,1
31,40.7123,-73.853,B02617,48750.0,71563.0,1375.0,1254.0,2454617.0,2079118.0,1808487.0,1467828.0,1133788.0,1
18,41.0836,-73.922,B02598,36493.0,99643.0,3546.0,3551.0,197969.0,161031.0,116519.0,107196.0,91669.0,1
34,40.6246,-73.9513,B02617,46833.0,153438.0,955.0,926.0,2296445.0,2104792.0,1880549.0,1633505.0,1333144.0,1
13,40.6609,-73.7261,B02617,51196.0,132619.0,6924.0,6599.0,874731.0,700572.0,527197.0,431347.0,329310.0,1
14,40.6252,-74.0022,B02617,19804.0,47632.0,4031.0,3838.0,2001347.0,1791896.0,1536028.0,1261934.0,1022689.0,0
47,40.6078,-73.9626,B02617,27379.0,54643.0,1831.0,1696.0,1891257.0,1695521.0,1512662.0,1318052.0,1105936.0,0
51,40.6295,-73.9438,B02598,31082.0,80543.0,3326.0,3491.0,2371072.0,2128489.0,1882413.0,1623501.0,1256642.0,1
48,40.7871,-73.9451,B02617,14109.0,27116.0,7696.0,7260.0,3140842.0,2630278.0,2170246.0,1742780.0,1377938.0,0
21,40.9493,-72.9057,B02598,54848.0,127478.0,4500.0,4557.0,74561.0,70395.0,59442.0,39623.0,39623.0,1
37,40.6772,-73.9118,B02617,28710.0,44911.0,2675.0,2621.0,2952885.0,2446834.0,2041319.0,1704094.0,1374270.0,0
40,40.7695,-73.9601,B02617,92565.0,133878.0,12920.0,12658.0,3145795.0,2666154.0,2204045.0,1788578.0,1395469.0,1
58,40.721,-73.9589,B02598,48846.0,87361.0,2214.0,2556.0,3278321.0,2740497.0,2278712.0,1826974.0,1408800.0,1
37,40.7486,-73.8578,B02512,21360.0,47386.0,7716.0,7208.0,2306090.0,1759684.0,1458839.0,1190845.0,959527.0,0
51,40.8342,-73.8902,B02682,14623.0,17912.0,3016.0,2966.0,2478712.0,2171503.0,1972535.0,1699481.0,1486937.0,0
30,40.8098,-73.5043,B02598,61708.0,153411.0,5671.0,5345.0,264457.0,227318.0,206780.0,170730.0,135534.0,1
39,40.7251,-74.0015,B02617,72232.0,95568.0,4406.0,4562.0,2658225.0,2227160.0,1777386.0,1440429.0,1121918.0,1
45,40.7984,-73.935,B02598,13655.0,20086.0,6703.0,6729.0,3073525.0,2696005.0,2261122.0,1796875.0,1447080.0,0
54,40.8775,-73.8739,B02598,17489.0,26621.0,4445.0,4544.0,2033896.0,1850378.0,1629491.0,1365908.0,1091263.0,0
44,40.7693,-73.9533,B02598,57196.0,89282.0,10818.0,10094.0,3231214.0,2714784.0,2206402.0,1750413.0,1350685.0,1
